state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Indiana,18107,Montgomery County,11051,3362,15101,7689,0.731805841,0.222634263,0.509171578
Indiana,18109,Morgan County,23671,6037,31180,17634,0.759172547,0.193617704,0.565554843
Indiana,18111,Newton County,4074,1403,5791,2671,0.703505439,0.242272492,0.461232947
Indiana,18113,Noble County,12198,3904,16890,8294,0.722202487,0.231142688,0.491059799
Indiana,18115,Ohio County,2118,686,2917,1432,0.726088447,0.235173123,0.490915324
Indiana,18117,Orange County,5800,2048,8189,3752,0.708267188,0.250091586,0.458175602
Indiana,18119,Owen County,6151,1946,8520,4205,0.721948357,0.228403756,0.493544601
Indiana,18121,Parke County,4863,1441,6576,3422,0.739507299,0.21913017,0.520377129
Indiana,18123,Perry County,4556,3062,8025,1494,0.567725857,0.381557632,0.186168225
Indiana,18125,Pike County,4398,1297,5977,3101,0.735820646,0.216998494,0.518822152
Indiana,18127,Porter County,38719,33531,76492,5188,0.506183653,0.438359567,0.067824086
Indiana,18129,Posey County,8393,3515,12448,4878,0.674244859,0.282374679,0.39187018
Indiana,18131,Pulaski County,3854,1327,5437,2527,0.708846791,0.24406842,0.464778371
Indiana,18133,Putnam County,10637,3356,14680,7281,0.724591281,0.228610354,0.495980927
Indiana,18135,Randolph County,7515,2446,10456,5069,0.71872609,0.23393267,0.48479342
Indiana,18137,Ripley County,9806,2471,12790,7335,0.766692729,0.193197811,0.573494918
Indiana,18139,Rush County,5292,1525,7214,3767,0.733573607,0.211394511,0.522179096
Indiana,18143,Scott County,6074,2642,9060,3432,0.670419426,0.291611479,0.378807947
Indiana,18145,Shelby County,12718,4247,17935,8471,0.709116253,0.236799554,0.472316699
Indiana,18147,Spencer County,6572,2861,9959,3711,0.659905613,0.287277839,0.372627774
Indiana,18141,St. Joseph County,52019,52247,109452,-228,0.475267697,0.477350802,-0.002083105
Indiana,18149,Starke County,6367,2489,9226,3878,0.690114893,0.269781054,0.420333839
Indiana,18151,Steuben County,10127,3741,14530,6386,0.696971783,0.257467309,0.439504474
Indiana,18153,Sullivan County,6138,2113,8559,4025,0.717139853,0.246874635,0.470265218
Indiana,18155,Switzerland County,2558,930,3639,1628,0.702940368,0.255564716,0.447375652
Indiana,18157,Tippecanoe County,30711,27207,61916,3504,0.496010724,0.439417921,0.056592803
Indiana,18159,Tipton County,5589,1587,7510,4002,0.744207723,0.211318242,0.532889481
Indiana,18161,Union County,2445,715,3286,1730,0.744065733,0.217589775,0.526475958
Indiana,18163,Vanderburgh County,40422,28296,71957,12126,0.561752158,0.393234849,0.168517309
Indiana,18165,Vermillion County,4511,2081,6913,2430,0.652538695,0.30102705,0.351511645
Indiana,18167,Vigo County,21924,15922,39569,6002,0.554070105,0.402385706,0.151684399
Indiana,18169,Wabash County,9819,3018,13415,6801,0.731941856,0.224972046,0.50696981
Indiana,18171,Warren County,2896,839,3919,2057,0.738964021,0.214085226,0.524878795
Indiana,18173,Warrick County,19133,9086,29609,10047,0.646188659,0.306866156,0.339322503
Indiana,18175,Washington County,8206,2636,11333,5570,0.72408012,0.232595076,0.491485044
Indiana,18177,Wayne County,16028,8322,25575,7706,0.626705767,0.325395894,0.301309873
Indiana,18179,Wells County,9999,2585,13123,7414,0.761944677,0.196982397,0.56496228
Indiana,18181,White County,6813,2563,9902,4250,0.68804282,0.258836599,0.429206221
Indiana,18183,Whitley County,11357,3379,15535,7978,0.731058899,0.217508851,0.513550048
Kansas,20001,Allen County,3575,1398,5314,2177,0.672751223,0.26307866,0.409672563
Kansas,20003,Anderson County,2386,665,3277,1721,0.728104974,0.202929509,0.525175465
Kansas,20005,Atchison County,3977,1946,6393,2031,0.622086657,0.304395433,0.317691224
Kansas,20007,Barber County,1822,281,2209,1541,0.824807605,0.127206881,0.697600724
Kansas,20009,Barton County,7766,1823,10088,5943,0.769825535,0.180709754,0.589115781
Kansas,20011,Bourbon County,4314,1306,5918,3008,0.728962487,0.220682663,0.508279824
Kansas,20013,Brown County,2861,850,3960,2011,0.722474747,0.214646465,0.507828282
Kansas,20015,Butler County,18781,6489,27051,12292,0.694281173,0.239880226,0.454400947
Kansas,20017,Chase County,964,313,1342,651,0.718330849,0.233233979,0.48509687
Kansas,20019,Chautauqua County,1552,236,1845,1316,0.841192412,0.127913279,0.713279133
Kansas,20021,Cherokee County,6017,1959,8386,4058,0.717505366,0.233603625,0.483901741
Kansas,20023,Cheyenne County,1172,188,1409,984,0.8317956,0.133427963,0.698367637
Kansas,20025,Clark County,813,118,983,695,0.82706002,0.120040692,0.707019328
Kansas,20027,Clay County,2831,665,3727,2166,0.759592165,0.17842769,0.581164475
Kansas,20029,Cloud County,2856,744,3831,2112,0.745497259,0.194205168,0.551292091
Kansas,20031,Coffey County,2990,719,3962,2271,0.754669359,0.181474003,0.573195356
Kansas,20033,Comanche County,705,102,857,603,0.822637106,0.119019837,0.703617269
Kansas,20035,Cowley County,8016,3436,12171,4580,0.65861474,0.28231041,0.37630433
Kansas,20037,Crawford County,8394,5064,14404,3330,0.58275479,0.351569009,0.231185781
Kansas,20039,Decatur County,1220,178,1460,1042,0.835616438,0.121917808,0.71369863
Kansas,20041,Dickinson County,5905,1582,8008,4323,0.737387612,0.197552448,0.539835164
Kansas,20043,Doniphan County,2601,584,3366,2017,0.772727273,0.173499703,0.59922757
Kansas,20045,Douglas County,14308,30089,48231,-15781,0.296655678,0.623851879,-0.327196201
Kansas,20047,Edwards County,1033,208,1308,825,0.789755352,0.159021407,0.630733945
Kansas,20049,Elk County,1048,160,1259,888,0.832406672,0.127084988,0.705321684
Kansas,20051,Ellis County,8311,2669,11660,5642,0.712778731,0.22890223,0.483876501
Kansas,20053,Ellsworth County,1933,515,2626,1418,0.736100533,0.196115765,0.539984768
Kansas,20055,Finney County,6155,3006,9731,3149,0.632514644,0.30890967,0.323604974
Kansas,20057,Ford County,4994,2032,7425,2962,0.672592593,0.273670034,0.398922559
Kansas,20059,Franklin County,7025,2829,10658,4196,0.659129293,0.265434415,0.393694878
Kansas,20061,Geary County,4116,2569,7129,1547,0.577360079,0.360359097,0.217000982
Kansas,20063,Gove County,1127,149,1328,978,0.848644578,0.112198795,0.736445783
Kansas,20065,Graham County,1013,185,1265,828,0.800790514,0.146245059,0.654545455
Kansas,20067,Grant County,1755,427,2311,1328,0.75941151,0.184768498,0.574643012
Kansas,20069,Gray County,1651,257,2011,1394,0.820984585,0.127797116,0.693187469
Kansas,20071,Greeley County,523,83,639,440,0.818466354,0.129890454,0.6885759
Kansas,20073,Greenwood County,2146,484,2811,1662,0.763429385,0.172180719,0.591248666
Kansas,20075,Hamilton County,690,114,847,576,0.814639906,0.13459268,0.680047226
Kansas,20077,Harper County,1950,388,2513,1562,0.775964982,0.154397135,0.621567847
Kansas,20079,Harvey County,8503,5006,14540,3497,0.58480055,0.344291609,0.240508941
Kansas,20081,Haskell County,1011,228,1300,783,0.777692308,0.175384615,0.602307693
Kansas,20083,Hodgeman County,845,124,1006,721,0.839960239,0.123260437,0.716699802
Kansas,20085,Jackson County,3888,1489,5727,2399,0.678889471,0.259996508,0.418892963
Kansas,20087,Jefferson County,5112,2483,8151,2629,0.627162311,0.304625199,0.322537112
Kansas,20089,Jewell County,1204,180,1483,1024,0.811867835,0.12137559,0.690492245
Kansas,20091,Johnson County,133907,126324,279753,7583,0.478661534,0.451555479,0.027106055
Kansas,20093,Kearny County,1048,224,1325,824,0.790943396,0.169056604,0.621886792
Kansas,20095,Kingman County,2507,594,3281,1913,0.764096312,0.181042365,0.583053947
Kansas,20097,Kiowa County,855,111,1023,744,0.835777126,0.108504399,0.727272727
Kansas,20099,Labette County,5232,2234,7919,2998,0.660689481,0.282106327,0.378583154
Kansas,20101,Lane County,684,104,831,580,0.823104693,0.125150421,0.697954272
Kansas,20103,Leavenworth County,17387,10064,29676,7323,0.585894325,0.339129263,0.246765062
Kansas,20105,Lincoln County,1168,214,1448,954,0.806629834,0.147790055,0.658839779
Kansas,20107,Linn County,3377,721,4279,2656,0.789203085,0.168497312,0.620705773
Kansas,20109,Logan County,1124,149,1348,975,0.833827893,0.110534125,0.723293768
Kansas,20111,Lyon County,6354,4456,11745,1898,0.540996169,0.379395487,0.161600682
Kansas,20115,Marion County,3928,1177,5465,2751,0.718755718,0.21537054,0.503385178
Kansas,20117,Marshall County,3250,1060,4578,2190,0.709916994,0.231542158,0.478374836
Kansas,20113,McPherson County,8407,3183,12443,5224,0.675640923,0.255806478,0.419834445
Kansas,20119,Meade County,1390,206,1675,1184,0.829850746,0.122985075,0.706865671
Kansas,20121,Miami County,9839,3949,14712,5890,0.66877379,0.268420337,0.400353453
Kansas,20123,Mitchell County,2216,469,2824,1747,0.78470255,0.166076487,0.618626063
Kansas,20125,Montgomery County,8466,2557,11623,5909,0.728383378,0.219994838,0.50838854
Kansas,20127,Morris County,1790,586,2568,1204,0.697040498,0.228193146,0.468847352
Kansas,20129,Morton County,970,145,1160,825,0.836206897,0.125,0.711206897
Kansas,20131,Nemaha County,4066,714,5025,3352,0.809154229,0.142089552,0.667064677
Kansas,20133,Neosho County,4340,1464,6151,2876,0.705576329,0.23801008,0.467566249
Kansas,20135,Ness County,1216,160,1435,1056,0.84738676,0.111498258,0.735888502
Kansas,20137,Norton County,1808,277,2190,1531,0.825570776,0.126484018,0.699086758
Kansas,20139,Osage County,4713,1730,6894,2983,0.683637946,0.250942849,0.432695097
Kansas,20141,Osborne County,1437,231,1753,1206,0.819737593,0.131774102,0.687963491
Kansas,20143,Ottawa County,2261,424,2866,1837,0.788904396,0.147941382,0.640963014
Kansas,20145,Pawnee County,1872,567,2602,1305,0.71944658,0.217909301,0.501537279
Kansas,20147,Phillips County,2200,296,2611,1904,0.842589046,0.113366526,0.72922252
Kansas,20149,Pottawatomie County,7451,2191,10359,5260,0.719277923,0.211506902,0.507771021
Kansas,20151,Pratt County,2824,769,3806,2055,0.741986337,0.202049396,0.539936941
Kansas,20153,Rawlins County,1209,160,1448,1049,0.834944751,0.110497238,0.724447513
Kansas,20155,Reno County,15100,6670,23448,8430,0.643978164,0.284459229,0.359518935
Kansas,20157,Republic County,1993,370,2484,1623,0.802334944,0.148953301,0.653381643
Kansas,20159,Rice County,2652,668,3567,1984,0.743481918,0.187272218,0.5562097
Kansas,20161,Riley County,9817,8892,20475,925,0.479462759,0.434285714,0.045177045
Kansas,20163,Rooks County,1999,273,2378,1726,0.840622372,0.114802355,0.725820017
Kansas,20165,Rush County,1177,227,1474,950,0.798507463,0.154002714,0.644504749
Kansas,20167,Russell County,2544,454,3148,2090,0.808132147,0.144218551,0.663913596
Kansas,20169,Saline County,13367,6084,21206,7283,0.63034047,0.286899934,0.343440536
Kansas,20171,Scott County,1832,232,2159,1600,0.848540991,0.107457156,0.741083835
Kansas,20173,Sedgwick County,101319,66716,180750,34603,0.560547718,0.369106501,0.191441217
Kansas,20175,Seward County,3025,1491,4743,1534,0.637781995,0.314358001,0.323423994
Kansas,20177,Shawnee County,35349,33270,73648,2079,0.479972301,0.451743428,0.028228873
Kansas,20179,Sheridan County,1186,126,1362,1060,0.870778267,0.092511013,0.778267254
Kansas,20181,Sherman County,2043,340,2537,1703,0.805281829,0.134016555,0.671265274
Kansas,20183,Smith County,1635,295,2014,1340,0.811817279,0.146474677,0.665342602
Kansas,20185,Stafford County,1485,303,1884,1182,0.788216561,0.160828025,0.627388536
Kansas,20187,Stanton County,580,132,742,448,0.781671159,0.177897574,0.603773585
Kansas,20189,Stevens County,1564,215,1853,1349,0.844036697,0.116028063,0.728008634
Kansas,20191,Sumner County,6844,2039,9494,4805,0.720876343,0.214767221,0.506109122
Kansas,20193,Thomas County,2832,467,3483,2365,0.813092162,0.134079816,0.679012346
Kansas,20195,Trego County,1211,193,1459,1018,0.830020562,0.132282385,0.697738177
Kansas,20197,Wabaunsee County,2358,773,3340,1585,0.705988024,0.231437126,0.474550898
Kansas,20199,Wallace County,711,45,779,666,0.912708601,0.057766367,0.854942234
Kansas,20201,Washington County,2136,378,2677,1758,0.797908106,0.141202839,0.656705267
Kansas,20203,Wichita County,765,139,934,626,0.819057816,0.14882227,0.670235546
Kansas,20205,Wilson County,2747,550,3482,2197,0.788914417,0.157955198,0.630959219
Kansas,20207,Woodson County,1063,270,1420,793,0.748591549,0.190140845,0.558450704
Kansas,20209,Wyandotte County,15520,29346,47467,-13826,0.326963996,0.61824004,-0.291276044
Kentucky,21001,Adair County,6637,1323,8228,5314,0.806635877,0.160792416,0.645843461
Kentucky,21003,Allen County,6466,1349,8085,5117,0.799752628,0.166852195,0.632900433
Kentucky,21005,Anderson County,8242,2634,11414,5608,0.722095672,0.230769231,0.491326441
Kentucky,21007,Ballard County,3161,816,4097,2345,0.771540151,0.199170124,0.572370027
Kentucky,21009,Barren County,13483,4275,18473,9208,0.729876035,0.231418827,0.498457208
Kentucky,21011,Bath County,3082,1361,4577,1721,0.673366834,0.297356347,0.376010487
Kentucky,21013,Bell County,7764,1720,9714,6044,0.799258802,0.177064031,0.622194771
Kentucky,21015,Boone County,39082,15026,57550,24056,0.679096438,0.2610947,0.418001738
Kentucky,21017,Bourbon County,5569,2791,8791,2778,0.633488795,0.31748379,0.316005005
Kentucky,21019,Boyd County,13591,6021,20443,7570,0.664824145,0.294526244,0.370297901
Kentucky,21021,Boyle County,8040,4281,12928,3759,0.621905941,0.331141708,0.290764233
Kentucky,21023,Bracken County,2711,705,3522,2006,0.769733106,0.200170358,0.569562748
Kentucky,21025,Breathitt County,3991,1537,5728,2454,0.696752793,0.268331006,0.428421787
Kentucky,21027,Breckinridge County,6484,1960,8765,4524,0.739760411,0.223616657,0.516143754
Kentucky,21029,Bullitt County,26210,8255,36036,17955,0.727328227,0.229076479,0.498251748
Kentucky,21031,Butler County,4428,947,5575,3481,0.79426009,0.169865471,0.624394619
Kentucky,21033,Caldwell County,4507,1260,5972,3247,0.754688547,0.210984595,0.543703952
Kentucky,21035,Calloway County,10367,4749,16039,5618,0.646361993,0.296090779,0.350271214
Kentucky,21037,Campbell County,25050,14658,42471,10392,0.589814226,0.345129618,0.244684608
Kentucky,21039,Carlisle County,2094,432,2599,1662,0.805694498,0.166217776,0.639476722
Kentucky,21041,Carroll County,2588,1106,3851,1482,0.672033238,0.28719813,0.384835108
Kentucky,21043,Carter County,7587,2276,10267,5311,0.738969514,0.221681114,0.5172884
Kentucky,21045,Casey County,5482,767,6438,4715,0.851506679,0.119136378,0.732370301
Kentucky,21047,Christian County,14108,7188,22069,6920,0.639267751,0.325705741,0.31356201
Kentucky,21049,Clark County,10710,4706,16193,6004,0.6613969,0.290619403,0.370777497
Kentucky,21051,Clay County,5861,752,6762,5109,0.866755398,0.111209701,0.755545697
Kentucky,21053,Clinton County,3809,547,4454,3262,0.855186349,0.122810956,0.732375393
Kentucky,21055,Crittenden County,3290,617,4036,2673,0.815163528,0.152874133,0.662289395
Kentucky,21057,Cumberland County,2502,459,3061,2043,0.817379941,0.149950996,0.667428945
Kentucky,21059,Daviess County,28907,14163,45752,14744,0.631819374,0.309560238,0.322259136
Kentucky,21061,Edmonson County,4135,979,5239,3156,0.789272762,0.186867723,0.602405039
Kentucky,21063,Elliott County,2000,740,2847,1260,0.702493853,0.259922726,0.442571127
Kentucky,21065,Estill County,4236,1108,5538,3128,0.764897075,0.200072228,0.564824847
Kentucky,21067,Fayette County,56890,69776,136112,-12886,0.417964617,0.512636652,-0.094672035
Kentucky,21069,Fleming County,4722,1348,6250,3374,0.75552,0.21568,0.53984
Kentucky,21071,Floyd County,11993,4015,16521,7978,0.725924581,0.24302403,0.482900551
Kentucky,21073,Franklin County,11819,10717,23840,1102,0.495763423,0.449538591,0.046224832
Kentucky,21075,Fulton County,1549,774,2381,775,0.650566989,0.325073499,0.32549349
Kentucky,21077,Gallatin County,2443,749,3334,1694,0.732753449,0.224655069,0.50809838
Kentucky,21079,Garrard County,5904,1453,7613,4451,0.775515565,0.190857743,0.584657822
Kentucky,21081,Grant County,7268,1910,9551,5358,0.760967438,0.19997906,0.560988378
Kentucky,21083,Graves County,12671,3308,16582,9363,0.764141841,0.199493427,0.564648414
Kentucky,21085,Grayson County,8219,1959,10564,6260,0.77801969,0.185441121,0.592578569
Kentucky,21087,Green County,4372,832,5331,3540,0.820108798,0.15606828,0.664040518
Kentucky,21089,Greenup County,11546,4146,16265,7400,0.709867814,0.254903166,0.454964648
Kentucky,21091,Hancock County,2788,1244,4292,1544,0.649580615,0.289841566,0.359739049
Kentucky,21093,Hardin County,26970,13944,43113,13026,0.625565375,0.323429128,0.302136247
Kentucky,21095,Harlan County,9129,1372,10744,7757,0.849683544,0.127699181,0.721984363
Kentucky,21097,Harrison County,5435,2031,7774,3404,0.699125289,0.261255467,0.437869822
Kentucky,21099,Hart County,5320,1730,7261,3590,0.732681449,0.238259193,0.494422256
Kentucky,21101,Henderson County,12159,6707,19692,5452,0.617458867,0.340595166,0.276863701
Kentucky,21103,Henry County,4944,1828,7142,3116,0.692243069,0.255950714,0.436292355
Kentucky,21105,Hickman County,1657,449,2157,1208,0.768196569,0.208159481,0.560037088
Kentucky,21107,Hopkins County,15277,4310,20325,10967,0.751635916,0.212054121,0.539581795
Kentucky,21109,Jackson County,4889,482,5497,4407,0.889394215,0.087684191,0.801710024
Kentucky,21111,Jefferson County,143758,190824,352778,-47066,0.407502735,0.540918084,-0.133415349
Kentucky,21113,Jessamine County,15474,6144,23292,9330,0.664348274,0.263781556,0.400566718
Kentucky,21115,Johnson County,8043,1250,9560,6793,0.841317992,0.130753138,0.710564854
Kentucky,21117,Kenton County,42958,24213,71905,18745,0.597427161,0.336735971,0.26069119
Kentucky,21119,Knott County,4357,1245,5756,3112,0.75694927,0.216296039,0.540653231
Kentucky,21121,Knox County,9885,1761,12001,8124,0.82368136,0.146737772,0.676943588
Kentucky,21123,Larue County,4799,1278,6359,3521,0.754678409,0.200974996,0.553703413
Kentucky,21125,Laurel County,20592,3440,24811,17152,0.829954456,0.13864818,0.691306276
Kentucky,21127,Lawrence County,4816,1045,6037,3771,0.797747225,0.173099221,0.624648004
Kentucky,21129,Lee County,2151,444,2663,1707,0.807735637,0.166729253,0.641006384
Kentucky,21131,Leslie County,4015,400,4487,3615,0.894807221,0.089146423,0.805660798
Kentucky,21133,Letcher County,7293,1542,9131,5751,0.798707699,0.16887526,0.629832439
Kentucky,21135,Lewis County,4363,785,5293,3578,0.82429624,0.148309087,0.675987153
Kentucky,21137,Lincoln County,7338,1865,9555,5473,0.767974882,0.195185767,0.572789115
Kentucky,21139,Livingston County,3570,887,4642,2683,0.769065058,0.19108143,0.577983628
Kentucky,21141,Logan County,7778,2755,10896,5023,0.713839941,0.252845081,0.46099486
Kentucky,21143,Lyon County,2789,1045,3959,1744,0.704470826,0.263955544,0.440515282
Kentucky,21151,Madison County,23431,11793,37318,11638,0.627873948,0.31601372,0.311860228
Kentucky,21153,Magoffin County,3824,1172,5113,2652,0.747897516,0.229219636,0.51867788
Kentucky,21155,Marion County,5122,2679,8108,2443,0.631721756,0.330414406,0.30130735
Kentucky,21157,Marshall County,12322,3672,16678,8650,0.738817604,0.220170284,0.51864732
Kentucky,21159,Martin County,3503,363,3951,3140,0.886610985,0.091875475,0.79473551
Kentucky,21161,Mason County,4944,1970,7212,2974,0.685524126,0.273155851,0.412368275
Kentucky,21145,McCracken County,20774,9134,31284,11640,0.664045518,0.291970336,0.372075182
Kentucky,21147,McCreary County,5012,664,5772,4348,0.868329868,0.115038115,0.753291753
Kentucky,21149,McLean County,3381,988,4565,2393,0.740635268,0.216429354,0.524205914
Kentucky,21163,Meade County,8660,3026,12223,5634,0.708500368,0.247566064,0.460934304
Kentucky,21165,Menifee County,2010,700,2779,1310,0.723281756,0.251889169,0.471392587
Kentucky,21167,Mercer County,7740,2395,10579,5345,0.731638151,0.226391908,0.505246243
Kentucky,21169,Metcalfe County,3491,976,4616,2515,0.756282496,0.211438475,0.544844021
Kentucky,21171,Monroe County,4278,601,4991,3677,0.857142857,0.12041675,0.736726107
Kentucky,21173,Montgomery County,7856,3158,11437,4698,0.686893416,0.27612136,0.410772056
Kentucky,21175,Morgan County,3628,1006,4766,2622,0.761225346,0.211078473,0.550146873
Kentucky,21177,Muhlenberg County,9393,3272,13046,6121,0.719990802,0.250804844,0.469185958
Kentucky,21179,Nelson County,13430,6434,20761,6996,0.646885988,0.309908001,0.336977987
Kentucky,21181,Nicholas County,1957,787,2837,1170,0.689813183,0.27740571,0.412407473
Kentucky,21183,Ohio County,7942,2080,10398,5862,0.763800731,0.200038469,0.563762262
Kentucky,21185,Oldham County,20469,10268,32838,10201,0.623332724,0.312686522,0.310646202
Kentucky,21187,Owen County,3745,1062,4997,2683,0.74944967,0.212527517,0.536922153
Kentucky,21189,Owsley County,1474,256,1757,1218,0.838929994,0.145702903,0.693227091
Kentucky,21191,Pendleton County,4604,1164,6006,3440,0.766566767,0.193806194,0.572760573
Kentucky,21193,Perry County,8158,2136,10566,6022,0.772099186,0.202157865,0.569941321
Kentucky,21195,Pike County,19740,4277,24637,15463,0.801233916,0.173600682,0.627633234
Kentucky,21197,Powell County,3513,1272,4952,2241,0.709410339,0.256865913,0.452544426
Kentucky,21199,Pulaski County,22900,4208,28015,18692,0.81741924,0.150205247,0.667213993
Kentucky,21201,Robertson County,759,222,1013,537,0.749259625,0.219151037,0.530108588
Kentucky,21203,Rockcastle County,5609,915,6686,4694,0.83891714,0.136853126,0.702064014
Kentucky,21205,Rowan County,5174,3295,8829,1879,0.586023332,0.373201948,0.212821384
Kentucky,21207,Russell County,6863,1093,8171,5770,0.839921674,0.133765757,0.706155917
Kentucky,21209,Scott County,15052,7713,24159,7339,0.623039033,0.319259903,0.30377913
Kentucky,21211,Shelby County,13196,6276,20563,6920,0.641735155,0.305208384,0.336526771
Kentucky,21213,Simpson County,5077,2144,7524,2933,0.674774056,0.284954811,0.389819245
Kentucky,21215,Spencer County,7196,1921,9509,5275,0.756756757,0.20201914,0.554737617
Kentucky,21217,Taylor County,8320,2553,11301,5767,0.736218034,0.225909212,0.510308822
Kentucky,21219,Todd County,3612,1042,4771,2570,0.757073989,0.218402851,0.538671138
Kentucky,21221,Trigg County,4928,1587,6740,3341,0.73115727,0.235459941,0.495697329
Kentucky,21223,Trimble County,2771,879,3786,1892,0.731907026,0.232171157,0.499735869
Kentucky,21225,Union County,4701,1331,6209,3370,0.757126751,0.214366243,0.542760508
Kentucky,21227,Warren County,28673,16966,48416,11707,0.59222158,0.350421348,0.241800232
Kentucky,21229,Washington County,4013,1420,5621,2593,0.713929906,0.252624088,0.461305818
Kentucky,21231,Wayne County,6370,1431,7988,4939,0.797446169,0.179143716,0.618302453
Kentucky,21233,Webster County,4397,1240,5804,3157,0.757580979,0.213645762,0.543935217
Kentucky,21235,Whitley County,11312,2067,13765,9245,0.821794406,0.150163458,0.671630948
Kentucky,21237,Wolfe County,1804,753,2634,1051,0.684889901,0.285876993,0.399012908
Kentucky,21239,Woodford County,7697,4958,13547,2739,0.568170075,0.365985089,0.202184986
Louisiana,22001,Acadia Parish,21159,5638,27386,15521,0.772621047,0.205871613,0.566749434
Louisiana,22003,Allen Parish,6867,2106,9245,4761,0.742779881,0.22779881,0.514981071
Louisiana,22005,Ascension Parish,36135,16471,54663,19664,0.661050436,0.301318991,0.359731445
Louisiana,22007,Assumption Parish,6714,3931,10904,2783,0.615737344,0.360509905,0.255227439
Louisiana,22009,Avoyelles Parish,11163,5032,16581,6131,0.673240456,0.303479887,0.369760569
Louisiana,22011,Beauregard Parish,12238,2393,15078,9845,0.811646107,0.158708051,0.652938056
Louisiana,22013,Bienville Parish,3756,3129,7005,627,0.536188437,0.446680942,0.089507495
Louisiana,22015,Bossier Parish,35451,12638,49818,22813,0.711610261,0.253683408,0.457926853
Louisiana,22017,Caddo Parish,48977,53448,105737,-4471,0.463196421,0.505480579,-0.042284158
Louisiana,22019,Calcasieu Parish,54182,26293,83773,27889,0.646771633,0.313860074,0.332911559
Louisiana,22021,Caldwell Parish,3822,788,4692,3034,0.814578005,0.167945439,0.646632566
Louisiana,22023,Cameron Parish,3256,323,3692,2933,0.881906826,0.087486457,0.794420369
Louisiana,22025,Catahoula Parish,3479,1322,4856,2157,0.716433278,0.272240527,0.444192751
Louisiana,22027,Claiborne Parish,3585,2717,6421,868,0.558324249,0.423142813,0.135181436
Louisiana,22029,Concordia Parish,5474,3272,8869,2202,0.617205998,0.368925471,0.248280527
Louisiana,22031,De Soto Parish,8067,5163,13497,2904,0.597688375,0.382529451,0.215158924
Louisiana,22033,East Baton Rouge Parish,84620,102711,196332,-18091,0.431004625,0.523149563,-0.092144938
Louisiana,22035,East Carroll Parish,1059,1838,2939,-779,0.360326642,0.625382783,-0.265056141
Louisiana,22037,East Feliciana Parish,5569,4235,10042,1334,0.554570803,0.421728739,0.132842064
Louisiana,22039,Evangeline Parish,10357,4208,14879,6149,0.696081726,0.282814705,0.413267021
Louisiana,22041,Franklin Parish,6514,2506,9162,4008,0.710980135,0.273521065,0.43745907
Louisiana,22043,Grant Parish,7406,1181,8819,6225,0.839777753,0.13391541,0.705862343
Louisiana,22045,Iberia Parish,20903,10698,32454,10205,0.644080853,0.329635792,0.314445061
Louisiana,22047,Iberville Parish,7320,8324,16043,-1004,0.456273764,0.518855576,-0.062581812
Louisiana,22049,Jackson Parish,5169,2139,7464,3030,0.692524116,0.286575563,0.405948553
Louisiana,22051,Jefferson Parish,100292,73540,181388,26752,0.552914195,0.405429246,0.147484949
Louisiana,22053,Jefferson Davis Parish,10775,3080,14277,7695,0.754710373,0.215731596,0.538978777
Louisiana,22055,Lafayette Parish,68191,32726,105599,35465,0.645754221,0.309908238,0.335845983
Louisiana,22057,Lafourche Parish,31958,8423,41644,23535,0.767409471,0.202262031,0.56514744
Louisiana,22059,La Salle Parish,5835,605,6568,5230,0.888398295,0.092113276,0.796285019
Louisiana,22061,Lincoln Parish,10761,7102,18664,3659,0.576564509,0.380518646,0.196045863
Louisiana,22063,Livingston Parish,48797,6950,57700,41847,0.845701906,0.120450607,0.725251299
Louisiana,22065,Madison Parish,1927,2744,4732,-817,0.407227388,0.579881657,-0.172654269
Louisiana,22067,Morehouse Parish,6502,5155,11852,1347,0.548599393,0.434947688,0.113651705
Louisiana,22069,Natchitoches Parish,8965,7143,16617,1822,0.539507733,0.429860986,0.109646747
Louisiana,22071,Orleans Parish,24267,133833,165619,-109566,0.146523044,0.808077576,-0.661554532
Louisiana,22073,Ouachita Parish,41712,24420,67987,17292,0.613529057,0.359186315,0.254342742
Louisiana,22075,Plaquemines Parish,6900,3347,10572,3553,0.652667423,0.316590995,0.336076428
Louisiana,22077,Pointe Coupee Parish,6789,4764,11761,2025,0.577246833,0.405067596,0.172179237
Louisiana,22079,Rapides Parish,36814,18318,56838,18496,0.647700482,0.322284387,0.325416095
Louisiana,22081,Red River Parish,2391,1938,4422,453,0.540705563,0.438263229,0.102442334
Louisiana,22083,Richland Parish,6286,3157,9596,3129,0.65506461,0.328991246,0.326073364
Louisiana,22085,Sabine Parish,7877,1703,9785,6174,0.805007665,0.174041901,0.630965764
Louisiana,22087,St. Bernard Parish,10232,4957,15807,5275,0.647308155,0.313595243,0.333712912
Louisiana,22089,St. Charles Parish,16620,8558,26190,8062,0.634593356,0.326765941,0.307827415
Louisiana,22091,St. Helena Parish,2497,3353,5964,-856,0.418678739,0.562206573,-0.143527834
Louisiana,22093,St. James Parish,5456,6418,12085,-962,0.451468763,0.531071576,-0.079602813
Louisiana,22095,St. John the Baptist Parish,7569,12658,20740,-5089,0.364946962,0.610318226,-0.245371264
Louisiana,22097,St. Landry Parish,21966,17208,39970,4758,0.549562172,0.430522892,0.11903928
